"playerID","SUM(B.G)","SUM(B.AB)","SUM(B.R)","Sum(B.H)","Sum(B.2B)","Sum(B.3B)","Sum(B.HR)","Sum(B.SB)","Sum(B.CS)","Sum(B.BB)","Sum(B.SO)","Sum(B.IBB)","Sum(B.HBP)","Sum(B.SH)","Sum(B.SF)","Sum(B.GIDP)","Sum(P.W)","Sum(P.L)","Sum(P.SHO)","Sum(P.SV)","Sum(P.ER)","Sum(P.BB)","Sum(P.SO)","AVG(P.BAOpp)","AVG(P.ERA)","Sum(P.HBP)","Sum(P.BFP)","Sum(P.GF)","Sum(P.SH)","Sum(P.SF)","Sum(P.GIDP)","Sum(A.gameNum)","classification"
"cobbty01",6070,22868,4492,8378,1448,590,234,1784,356,2498,714,0,188,590,0,0,0,0,0,24,48,48,0,0.20000000000000007,2.25,0,480,48,0,0,0,NULL,"Elected"
"ruthba01",50060,167960,43480,57460,10120,2720,14280,2460,2340,41240,26600,0,860,2260,0,40,4136,2024,748,176,13596,19404,21472,0.24999999999999947,3.6800000190734865,1276,220264,484,0,0,0,0,"Elected"
"wagneho01",11168,41720,6944,13660,2560,1008,404,2888,60,3852,1308,0,500,884,0,0,0,0,0,0,0,252,252,0.22999999999999987,0,0,0,84,0,0,0,NULL,"Elected"
"mathech01",11628,30312,2718,6516,900,216,126,360,18,2088,1332,0,306,1242,0,0,6714,3384,1422,504,20394,15192,45036,0.2427777777777779,2.6488888594839306,1062,344448,1332,0,0,0,NULL,"Elected"
"johnswa01",19593,48804,5061,11487,1974,861,504,273,84,2310,5271,0,273,1470,0,0,8757,5859,2310,714,29904,28623,73689,0.2266666666666663,2.348095241047087,4263,498729,2709,0,0,0,NULL,"Elected"
"lajoina01",7440,28767,4512,9726,1971,489,249,1140,63,1548,255,0,402,663,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"speaktr01",5578,20390,3764,7028,1584,444,234,864,258,2762,440,0,206,618,0,0,0,0,0,0,44,0,0,0.5,9,0,176,44,0,0,0,NULL,"Nominated"
"youngcy01",63342,204240,22425,42987,6003,2415,1242,2001,0,5589,10350,0,690,3450,0,0,35259,21804,5244,1173,148143,83973,193407,0.2486956521739128,2.7139130416123765,11247,2074002,5796,0,0,0,NULL,"Nominated"
"hornsro01",11295,40865,7895,14650,2705,845,1505,675,320,5190,3395,0,240,1080,0,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"cochrmi01",20748,72366,14574,23128,4662,896,1666,896,644,11998,3038,0,406,2114,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"sislege01",57540,231476,35952,78736,11900,4592,2856,10500,3556,13216,9156,0,1344,6328,0,0,320,384,64,192,1856,3328,4032,0.12428571428571415,1.189999989100865,384,28992,512,0,0,0,NULL,"Nominated"
"collied01",11304,39796,7284,13260,1752,748,188,2976,692,5996,1144,0,308,2048,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"colliji01",13800,54360,8440,15992,2816,928,520,1552,0,3408,256,0,672,1176,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"alexape01",44289,114030,9702,23814,3780,819,693,189,315,4851,17388,0,126,5544,0,0,23499,13104,5670,2016,92988,59913,138474,0.25380952380952315,2.9723809900737943,4410,1318464,5040,0,0,0,NULL,"Nominated"
"gehrilo01",30296,112014,26432,38094,7476,2282,6902,1428,1414,21112,11060,0,630,1484,0,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"bresnro01",30366,94101,14322,26292,4578,1491,546,4452,63,14994,2079,0,1407,2352,0,0,504,126,126,0,2772,1890,1890,0.35333333333333367,3.3166666825612388,378,2016,378,0,0,0,NULL,"Nominated"
"keelewi01",10615,42955,8595,14660,1205,725,165,2475,0,2620,180,0,645,1750,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"ansonca01",10092,41108,7984,13672,2324,568,388,1104,64,3932,1208,0,128,108,0,0,0,54,0,54,108,108,54,0.23,9,0,1134,162,0,0,0,NULL,"Nominated"
"ewingbu01",23670,96534,20322,29250,4500,3204,1278,6372,0,7056,5292,0,162,108,0,0,108,162,0,0,972,1242,1242,1.9199999999999984,4.2083333532015486,54,12096,270,0,0,0,NULL,"Nominated"
"wadderu01",51660,134316,7686,21672,3654,1260,504,756,0,5292,0,0,756,2898,0,0,24318,18018,6300,630,89586,101178,291816,0.2357142857142902,2.9014285802841187,14742,1524726,6678,0,0,0,NULL,"Nominated"
"delahed01",14680,60040,12792,20768,4176,1480,808,3640,0,5928,1952,0,752,392,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"foxxji01",333648,1171296,252144,381024,65952,18000,76896,12528,10368,209088,188784,0,1872,10224,0,9936,1512,0,0,0,6048,21168,16632,0.08499999999999729,0.7950000166893005,1512,146664,12096,0,0,0,0,"Nominated"
"walshed01",57834,137088,11718,26460,4788,1260,378,1764,0,5796,1764,0,882,3780,0,0,24570,15876,7182,4284,75348,77742,218736,0.22571428571428576,2.117857141154153,6804,1475838,12852,0,0,0,NULL,"Nominated"
"mcgrajo01",2198,7848,2048,2618,242,140,26,872,0,1672,148,0,268,64,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"radboch01",14366,54714,6776,12870,1408,242,198,572,0,3476,5368,0,198,0,0,0,7416,4680,840,48,32352,21000,43920,1.1245454545454543,2.890909097411416,1296,453840,576,0,0,0,NULL,"Nominated"
"traynpi01",34938,136062,21294,43488,6678,2952,1044,2844,828,8496,5004,0,558,4158,0,846,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"kellyki01",20370,82516,18998,25382,5026,1428,966,5152,0,7686,5852,0,168,0,0,0,72,72,0,0,756,1080,144,1.6514285714285728,3.3114285469055176,0,4284,324,0,0,0,NULL,"Nominated"
"longhe01",11244,46044,8730,12762,2052,582,546,3204,0,3672,1566,0,342,900,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"friscfr01",48531,191352,32172,60480,9786,2898,2205,8799,1554,15288,5712,0,651,4809,0,1155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"grovele01",378828,837828,72828,123624,16524,3060,9180,612,612,64260,362916,0,1224,63036,0,612,183600,86292,21420,33660,819468,726444,1386792,0.2535294117647048,3.264117619570564,25704,10179396,75276,0,0,0,0,"Nominated"
"jennihu01",8995,34328,6958,10689,1624,616,126,2513,0,2429,819,0,2009,707,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"rusieam01",34090,121100,14630,29960,2940,2030,560,1750,0,1890,11900,0,420,0,0,0,17150,12180,2100,350,90090,119280,135380,0.2520000000000003,3.7210000276565554,2030,74200,2450,0,0,0,NULL,"Nominated"
"chaseha01",3838,14834,1960,4316,644,248,114,726,30,552,612,0,60,432,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,NULL,"Nominated"
"youngro01",23009,87913,15428,28329,4484,1767,798,2907,1577,10450,7410,0,703,2261,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"clarkfr01",17936,68544,12952,21376,2888,1760,536,4048,0,6992,1080,0,1224,1792,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"terrybi01",77445,289260,50400,98685,16785,5040,6930,2520,270,24165,20205,0,405,6165,0,1710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"klingjo01",11340,38169,4266,10359,1629,549,180,1107,0,2529,1026,0,108,954,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"crigelo01",6072,19212,2022,4254,516,300,66,348,0,1854,0,0,138,510,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"comisch01",4170,17388,2982,4590,618,204,87,1257,0,591,252,0,126,0,0,0,0,13,0,0,13,39,78,0,0.75,0,221,26,0,0,0,NULL,"Nominated"
"dennyje01",1237,4946,714,1286,238,76,74,130,0,173,602,0,15,0,0,0,0,0,0,0,60,60,15,0.2700000000000001,9,0,330,15,0,0,0,NULL,"Nominated"
"langebi01",1622,6390,1378,2110,266,160,78,798,0,700,172,0,50,78,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"robinwi01",1371,5075,637,1388,212,51,18,196,0,286,178,0,27,31,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"stoveha01",4458,18414,4476,5313,1041,522,366,1527,0,1989,1029,0,93,0,0,0,0,0,0,0,112,48,112,0.09999999999999998,13.5,0,560,48,0,0,0,NULL,"Nominated"
"wrighge01",1182,5750,1330,1734,252,122,22,82,32,134,238,0,0,0,0,0,0,12,0,0,12,0,144,0.125,1.125,0,48,12,0,0,0,NULL,"Nominated"
"brownmo01",66555,154305,12555,31725,2700,1485,270,1080,0,5940,10125,0,135,6615,0,0,32265,17550,7425,6615,97875,90855,185625,2.1866666666666403,2.3700000047683716,8505,1706670,18630,0,0,0,NULL,"Nominated"
"eversjo01",16056,55233,8271,14931,1944,630,108,2916,72,7002,1278,0,351,2304,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"clarkjo01",21294,76986,9906,16848,2847,1014,936,1209,0,3159,14898,0,39,0,0,0,12792,6942,1443,195,55263,46449,77142,0.24692307692307688,3.0230769102389994,1365,466206,468,0,0,0,NULL,"Nominated"
"chancfr01",11583,38673,7173,11457,1800,711,180,3609,0,4986,261,0,1233,999,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"spaldal01",2877,13706,2919,4291,616,140,14,70,21,203,175,0,0,0,0,0,2024,520,192,88,5488,1248,1136,0.07999999999999999,2.3842856884002686,0,18176,24,0,0,0,NULL,"Nominated"
"schalra01",31716,95508,10422,24210,3582,882,198,3186,1242,11484,6390,0,1062,3852,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"simmoal01",66450,262770,45210,87810,16170,4470,9210,2640,1920,18450,22110,0,900,3330,0,690,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"barnero01",499,2392,698,859,144,44,6,73,25,114,65,0,0,0,0,0,0,0,0,0,27,0,0,0.5300000000000001,20.25,0,117,0,0,0,0,NULL,"Nominated"
"bennech01",1062,3821,549,978,203,67,55,42,0,478,572,0,11,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"duffyhu01",12159,49294,10864,15974,2275,833,742,4018,0,4634,1477,0,203,658,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"nichoki01",72688,233632,30576,52752,6496,2688,1792,2128,0,15344,23632,0,1344,2576,0,0,40432,23296,5376,1904,185920,142016,209216,0.2562500000000036,3.4706249982118607,14896,2379216,6272,0,0,0,NULL,"Nominated"
"wardjo01",25550,107058,19712,29456,3234,1344,364,7560,0,5880,4564,0,238,0,0,0,5576,3468,816,102,19550,8602,31280,0.23714285714285702,2.318571465356009,0,344488,1088,0,0,0,NULL,"Nominated"
"broutda01",6692,26844,6092,9184,1840,820,424,1024,0,3360,952,0,420,8,0,0,0,80,0,0,800,440,320,0.4900000000000005,18.53500008583069,0,5080,40,0,0,0,NULL,"Nominated"
"dunlafr01",1930,7948,1518,2318,448,106,82,170,0,566,526,0,14,0,0,0,0,0,0,14,28,0,28,0.25,9,0,112,28,0,0,0,NULL,"Nominated"
"glassja01",6944,28120,4652,8160,1252,392,108,1488,0,1756,848,0,248,16,0,0,0,0,0,0,100,140,60,0.48249999999999993,14.850000023841858,20,580,80,0,0,0,NULL,"Nominated"
"hamilbi01",4773,18804,5070,6474,726,282,120,2736,0,3561,654,0,267,120,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"willine01",8407,31871,5663,8113,1596,595,448,616,0,3542,3724,0,161,0,0,0,13,13,0,39,169,65,91,0.25714285714285706,6.285714285714286,0,2080,117,0,0,0,NULL,"Nominated"
"bendech01",129792,293632,26112,62208,10240,2560,1536,5120,0,19200,12288,0,2560,10752,0,0,54272,32512,10240,8704,210688,182272,438016,0.8481249999999867,3.4443749859929085,26112,2591744,27904,0,0,0,NULL,"Nominated"
"jacksjo01",2664,9962,1746,3544,614,336,108,404,122,1038,316,0,118,262,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"roushed01",39340,147260,21980,47520,6780,3640,1360,5360,1840,9680,5200,0,1060,5120,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"allisdo01",318,1407,236,381,43,10,2,5,2,22,40,0,0,0,0,0,0,0,0,0,12,12,0,0.4400000000000001,1.7999999523162842,0,312,12,0,0,0,NULL,"Nominated"
"battijo01",960,3906,456,878,102,50,6,52,10,80,72,0,2,0,0,0,0,0,0,0,36,24,12,0.09999999999999999,3.5799999237060547,0,192,24,0,0,0,NULL,"Nominated"
"becklja01",7158,28578,4800,8790,1419,729,258,945,0,1848,810,0,549,435,0,0,0,66,0,0,198,66,132,0.44000000000000045,6.75,0,0,0,0,0,0,NULL,"Nominated"
"bondto01",5368,21725,2343,5181,583,121,0,55,11,242,693,0,0,0,0,0,2574,1793,462,0,10252,2178,9669,0.16454545454545455,2.9563636671413076,22,116589,110,0,0,0,NULL,"Nominated"
"burkeje01",43386,176841,36120,59850,6720,3822,1575,8169,0,21609,4830,0,1575,1680,0,0,336,1232,0,0,8512,10528,9408,0.39666666666666694,6.356666723887126,0,0,896,0,0,0,NULL,"Nominated"
"dahlebi01",4886,18062,3178,4914,826,326,168,1094,0,2128,538,0,280,310,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"daubeja01",12084,46038,6702,13956,1500,990,336,1506,468,3738,2934,0,324,2352,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"doyleja01",1564,6039,971,1806,315,64,26,516,0,437,132,0,49,41,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"keefeti01",18540,62490,7440,11700,1800,1140,360,390,0,5250,12330,0,120,0,0,0,10260,6750,1170,60,44160,36600,76860,0.8660000000000002,2.8579999923706056,2880,629250,210,0,0,0,NULL,"Nominated"
"kilroma01",3300,10620,1630,2360,240,170,10,670,0,1180,460,0,70,20,0,0,1410,1330,190,0,9390,7540,11700,1.1129999999999998,4.0160000085830685,590,92010,120,0,0,0,NULL,"Nominated"
"lathaar01",4881,20466,4434,5499,735,255,81,2217,0,1764,717,0,255,21,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"lowebo01",5454,21192,3393,5787,690,255,213,906,0,1419,642,0,213,399,0,0,0,0,0,0,57,57,0,0.5,9,0,0,57,0,0,0,NULL,"Nominated"
"mcaleji01",1020,3977,619,1007,114,39,12,262,0,365,290,0,38,34,0,0,0,0,0,0,0,39,0,0.67,0,0,0,13,0,0,0,NULL,"Nominated"
"mccarto01",15300,61536,12828,17952,2304,636,528,5616,0,6444,1956,0,600,288,0,0,0,182,0,0,988,676,546,0.02333333333333335,4.945000012715657,0,104,182,0,0,0,NULL,"Nominated"
"mcveyca01",2120,10052,2220,3476,528,176,44,100,4,120,204,0,0,0,0,0,90,108,0,45,657,144,441,0.24500000000000005,4.412499904632568,0,6849,108,0,0,0,NULL,"Nominated"
"paborch01",510,2145,303,612,36,36,0,9,3,24,24,0,0,0,0,0,6,24,0,0,192,60,0,0,6.25,0,0,0,0,0,0,NULL,"Nominated"
"pikeli01",425,1983,433,637,119,53,20,47,15,49,54,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"remseja01",578,2352,366,574,69,39,8,14,7,71,131,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"richaha01",2662,11284,2240,3376,606,252,140,410,0,754,890,0,20,0,0,0,45,0,0,0,105,195,90,0.24500000000000008,3.375,0,1245,75,0,0,0,NULL,"Nominated"
"tennefr02",9970,37975,6390,11155,1350,385,110,1425,0,4370,215,0,315,1375,0,0,0,0,0,0,85,85,0,0.40999999999999986,4.5,0,1105,0,0,0,0,NULL,"Nominated"
"vanhage01",17856,72189,14751,22788,2565,1449,621,5247,0,7812,2745,0,342,468,0,0,720,558,90,72,5580,4392,5058,1.3388888888888875,4.866666714350383,882,51174,432,0,0,0,NULL,"Nominated"
"wallabo01",66724,241304,29596,64652,10948,4004,952,5628,56,21672,2212,0,1316,4844,0,0,4200,3850,525,175,30275,27300,21000,0.2950000000000014,3.1550000309944153,0,0,1575,0,0,0,NULL,"Nominated"
"whitede01",6240,26496,4560,8264,1072,384,92,228,32,1228,884,0,164,0,0,0,0,0,0,40,320,80,120,5.064999999999999,4.5,0,280,80,0,0,0,NULL,"Nominated"
"bakerfr01",20475,77792,11531,23894,4095,1339,1248,3055,364,6149,2366,0,650,1989,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"bradlbi01",8766,32580,4524,8826,1650,504,198,1086,0,1740,108,0,438,1518,0,0,0,0,0,0,0,0,0,0.5799999999999988,0,0,0,0,0,0,0,NULL,"Nominated"
"crawfsa01",20136,76560,11128,23688,3664,2472,776,2928,240,6080,832,0,184,1928,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"elberki01",6460,22805,3235,6175,845,280,50,1065,0,2135,20,0,825,595,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"mackco01",723,2695,391,659,79,28,5,127,0,169,127,0,64,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"marquru01",142576,294462,16758,52668,4522,798,266,1596,266,8778,50806,0,1862,12768,0,0,53466,47082,7980,5054,300580,228228,423738,0.2610526315789451,3.3931578899684705,10374,3632762,22078,0,0,0,NULL,"Nominated"
"ruckena01",23520,56350,3080,10990,700,420,70,140,0,1540,4480,0,0,2170,0,0,9380,9380,2660,980,44730,49070,85190,0.24300000000000016,2.425,5110,673750,4200,0,0,0,NULL,"Nominated"
"vanceda01",135252,297126,20808,44676,7038,306,2142,306,0,24174,87822,0,2142,16830,0,1224,60282,42840,8874,3366,326808,257040,625770,0.2861111111111099,4.659444464577569,23562,3784914,16218,0,0,0,NULL,"Nominated"
"cummica01",1482,6414,888,1362,174,54,0,18,12,96,306,0,0,0,0,0,870,564,114,0,3570,702,780,0.09000000000000001,2.611666719118754,0,9732,0,0,0,0,NULL,"Nominated"
"flintsi01",760,2913,380,687,129,34,21,12,0,54,471,0,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"richmle01",1506,6108,1014,1572,174,120,18,0,0,276,438,0,0,0,0,0,450,600,48,18,3228,1614,3312,0.2033333333333334,3.768333355585734,12,40926,78,0,0,0,NULL,"Nominated"
"gehrich01",111504,425280,85152,136272,27552,7008,8832,8688,4272,56928,17856,0,2400,6768,0,1296,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"hartnga01",155220,501696,67626,149136,30888,4992,18408,2184,546,54834,54366,0,2730,9906,0,7254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"sullibi03",3441,10941,1089,2331,357,99,63,294,0,510,0,0,96,396,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"maranra01",42720,161248,20080,41680,6080,2832,448,4656,1488,13424,12096,0,624,4800,0,336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"planked01",74970,191233,15470,39389,4641,833,357,1547,119,8449,8568,0,2856,9044,0,0,38794,23086,8211,2737,139706,127568,267274,0.8082352941176586,2.3411764537586883,23324,2168775,8806,0,0,0,NULL,"Nominated"
"pennohe01",128340,251298,22356,48024,6831,828,828,207,0,19458,35604,0,1449,22977,0,0,49680,33534,7245,6624,295596,189612,253989,0.27869565217390246,4.056086996327275,7452,3136878,27531,0,0,0,NULL,"Nominated"
"tinkejo01",14432,51472,6192,13496,2104,912,248,2688,0,3328,1192,0,80,2280,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"woodjo02",68904,193248,26334,54747,11682,3069,2277,2277,297,20592,18711,0,1584,9504,0,0,14742,7182,3528,1386,40824,53046,124614,0.21818181818181914,3.8654545437205923,6174,715050,7182,0,0,0,NULL,"Nominated"
"mcginjo01",41976,114136,9592,22088,1848,880,0,2288,0,2992,0,0,968,7128,0,0,21648,12496,2816,2112,89408,71456,93984,0.2454545454545451,2.6609091000123457,16016,1275560,6424,0,0,0,NULL,"Nominated"
"jossad01",21312,58824,3312,8496,1512,432,72,720,0,3888,0,0,72,2808,0,0,11520,6984,3240,360,35136,26208,66240,0.21888888888888788,1.9155555698606703,4320,663048,1584,0,0,0,NULL,"Nominated"
"heilmha01",27924,101231,16783,34580,7046,1963,2379,1469,832,11128,7150,0,520,3601,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"adamsba01",137370,290415,22515,61560,8835,4275,855,285,285,15105,50445,0,285,9975,0,0,55290,39900,12540,4275,261345,122550,295260,0.2710526315789529,3.7336842009895728,13395,3404895,25365,0,0,0,NULL,"Nominated"
"archeji01",2541,7938,738,1980,318,102,48,108,18,372,723,0,57,279,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"careyma01",37140,140445,23175,39975,6285,2385,1050,11070,1380,15600,10425,0,1155,4350,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"donlimi01",8392,30832,5352,10256,1408,776,408,1704,0,2496,312,0,160,768,0,0,0,56,0,0,728,784,336,0.2550000000000003,3.815000057220459,56,0,168,0,0,0,NULL,"Nominated"
"hoopeha01",16163,61495,10003,17262,2723,1120,525,2625,847,7952,2884,0,532,1729,0,0,0,0,0,0,0,119,0,0.329999999999999,0,0,833,0,0,0,0,NULL,"Nominated"
"carribi02",2836,7880,776,2024,268,56,24,148,8,824,236,0,88,316,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"wheatza01",40970,154802,21913,49028,8092,2924,2244,3485,833,11050,9503,0,1309,2771,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"combsea01",21825,86190,17790,27990,4635,2310,870,1440,1065,10050,4170,0,255,1110,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"altroni01",33120,79200,7488,13968,1296,144,288,720,144,4176,0,0,1584,2160,0,0,13944,12600,2688,1176,74760,45696,71400,0.3611111111111122,4.182222214010027,3696,576744,7728,0,0,0,NULL,"Nominated"
"bancrda01",30608,114912,16768,32064,5120,1232,512,2320,1200,13232,7792,0,368,3392,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"burnsge01",9265,36205,5940,10385,1810,540,205,1915,695,4360,2825,0,130,560,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"donovbi01",41310,117180,12780,22590,2700,990,630,3240,0,6930,540,0,540,4950,0,0,16740,12510,3150,720,79740,95310,139680,0.24000000000000288,2.8272222214274936,8190,1122930,4410,0,0,0,NULL,"Nominated"
"faberre01",227800,431460,33320,57800,7140,680,1020,2380,0,57460,162860,0,2720,35360,0,0,86360,72420,9860,9520,486200,412420,500140,0.26399999999999013,3.2250000059604647,35020,5902400,45560,0,0,0,NULL,"Nominated"
"lewisdu01",13131,48159,5508,13662,2601,612,342,1017,423,3168,3177,0,360,2376,0,0,0,0,0,0,198,0,99,0.5,18,0,594,99,0,0,0,NULL,"Nominated"
"nehfar01",91872,181170,17820,38016,5742,990,1584,1386,594,17028,24156,0,990,8118,0,0,36432,23760,5544,2574,190872,126720,167112,0.26666666666666133,3.641666683885786,7920,2214630,16632,0,0,0,NULL,"Nominated"
