"playerID","SUM(B.G)","SUM(B.AB)","SUM(B.R)","Sum(B.H)","Sum(B.2B)","Sum(B.3B)","Sum(B.HR)","Sum(B.SB)","Sum(B.CS)","Sum(B.BB)","Sum(B.SO)","Sum(B.IBB)","Sum(B.HBP)","Sum(B.SH)","Sum(B.SF)","Sum(B.GIDP)","Sum(P.W)","Sum(P.L)","Sum(P.SHO)","Sum(P.SV)","Sum(P.ER)","Sum(P.BB)","Sum(P.SO)","AVG(P.BAOpp)","AVG(P.ERA)","Sum(P.HBP)","Sum(P.BFP)","Sum(P.GF)","Sum(P.SH)","Sum(P.SF)","Sum(P.GIDP)","Sum(A.gameNum)","classification"
"stottme01",20130,41195,2970,6600,715,330,385,0,110,2585,14850,0,220,2310,220,770,9020,7645,2200,55,48290,44495,69135,0.23999999999999985,2.9590908830816094,2420,603460,165,0,0,0,0,"Nominated"
"blassst01",2950,5460,420,940,70,30,10,0,0,110,1400,0,0,400,30,60,1030,760,160,20,6440,5970,8960,0.25500000000000006,4.575,380,67800,140,0,0,0,0,"Nominated"
"hickmji02",1421,3974,518,1002,163,25,159,17,19,491,832,36,16,25,29,99,0,0,0,0,13,0,0,0.28000000000000014,4.5,0,91,13,0,0,0,0,"Nominated"
"jacksso01",936,3055,396,767,81,28,7,126,51,250,265,11,11,57,17,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"mcmahdo02",20102,3864,184,529,92,0,0,0,0,230,2001,0,0,161,0,69,2070,1564,0,3519,9913,13317,23069,0.21391304347826118,3.080869576205378,782,126569,11638,0,0,0,0,"Nominated"
"akerja01",6944,1288,42,98,28,0,0,0,0,14,714,0,14,140,0,14,658,630,0,1722,3808,3836,5656,0.24999999999999992,3.854285682950701,560,44016,4494,0,0,0,NULL,"Nominated"
"barbest01",16776,20268,864,2340,180,72,180,0,36,1368,11520,0,72,1620,36,72,4356,3816,756,468,26892,34200,47124,0.2538888888888893,4.087222205268012,1512,309276,3240,0,0,0,0,"Nominated"
"bartobo01",393,1049,54,237,31,3,9,3,6,87,168,18,5,6,6,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"boccajo01",551,1462,117,320,56,5,26,3,7,96,246,20,5,16,16,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"brownla01",1129,3449,331,803,108,13,47,22,23,317,414,26,22,60,23,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"cannich01",740,1950,132,458,66,12,18,3,17,241,354,35,7,28,14,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"casanpa01",859,2786,214,627,87,12,50,2,10,101,430,25,9,10,24,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"clarkho01",1272,4813,548,1230,150,23,27,151,58,365,362,18,11,29,24,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"edwarjo01",4410,13731,1290,3318,606,96,243,45,69,1395,1905,354,48,93,129,231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"gagliph01",702,1411,150,336,50,7,14,5,4,163,184,7,4,12,15,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"gosgeji01",705,1815,197,411,67,16,30,25,18,217,316,25,6,17,11,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"huntro01",2966,10470,1490,2858,446,46,78,130,110,1110,764,44,486,206,44,200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"kennejo03",856,2110,237,475,77,17,32,14,10,142,461,10,25,36,11,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"koscoan01",658,1963,204,464,75,8,73,5,8,99,350,18,6,15,19,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"krausle02",4008,4248,276,564,108,12,72,12,12,312,1956,0,24,312,12,60,816,1092,60,252,6852,5916,8652,0.25583333333333336,4.194166700045268,420,65880,852,0,0,0,NULL,"Nominated"
"linzyfr01",6192,1452,60,216,0,12,12,0,0,36,504,0,12,168,0,12,744,684,0,1332,3108,3384,4296,0.26250000000000023,3.264166682958603,168,41448,4104,0,0,0,NULL,"Nominated"
"menkede01",3196,10142,1210,2540,450,80,202,68,108,1396,1706,146,92,108,130,198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"millebo04",16261,6877,184,759,23,46,0,0,0,322,2875,0,23,552,23,115,1587,1863,0,1173,13363,13984,20585,0.24478260869565224,3.4773912896280703,736,152329,6670,0,0,0,NULL,"Nominated"
"milleno01",540,1364,166,325,68,10,24,16,10,160,265,15,15,12,10,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"murreiv01",564,1306,126,308,41,15,33,20,13,44,342,9,9,8,5,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"pizarju01",21824,28952,3168,5852,792,88,352,44,44,1408,8404,44,44,1056,440,616,5764,4620,748,1232,34144,39072,66968,0.24681818181818124,4.029545453461734,1804,382360,5280,0,0,0,0,"Nominated"
"rayji01",2781,1053,36,144,0,0,0,0,9,18,387,0,9,63,0,45,387,270,0,225,2223,2439,3663,0.22111111111111115,3.968888839085897,108,23526,1035,0,0,0,NULL,"Nominated"
"reichri01",997,3307,391,864,109,24,116,40,41,263,672,20,66,25,24,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"richepe01",13380,8910,630,1290,150,30,30,60,30,270,3870,0,30,690,30,0,2400,2190,90,1530,12390,12720,27750,0.22199999999999973,3.150666666030884,480,144510,4830,0,0,0,0,"Nominated"
"ryanmi02",636,1920,146,370,60,12,28,4,4,152,370,23,4,11,11,69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"schaapa01",1128,3555,436,869,132,26,57,43,38,516,466,21,22,26,30,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"selmadi01",3888,2436,156,420,60,24,0,12,0,60,912,0,12,192,12,48,504,648,72,372,4056,4572,8172,0.25416666666666643,5.233333428700765,324,42696,1488,0,0,0,NULL,"Nominated"
"simsdu01",843,2422,263,580,80,6,100,6,16,338,483,34,35,6,9,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"vealebo01",11172,17640,728,2016,196,28,0,0,0,504,9436,0,0,784,0,224,3360,2660,560,588,18424,24024,47684,0.23499999999999982,3.4442856992994035,812,228564,1764,0,0,0,0,"Nominated"
"gibsobo01",91188,203184,20196,41922,6732,765,3672,1989,1530,9639,63495,0,1224,11016,2754,1989,38403,26622,8568,918,192474,204408,476901,0.23000000000000315,3.145882347050835,15606,2458404,3213,0,0,0,867,"Elected"
"killeha01",126620,423644,66716,108472,15080,1248,29796,988,936,81068,88348,8320,2496,0,4004,12636,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,528,"Nominated"
"maricju01",228000,586080,35040,96960,13920,960,1920,960,2400,18240,129120,0,960,34080,3360,9600,116640,68160,24960,960,540480,340320,1105440,0.2450000000000112,3.713125005364418,19200,6833280,5280,0,0,0,2304,"Nominated"
"munsoth01",149415,561120,73080,163590,24045,3360,11865,5040,5250,45990,59955,6195,4410,2205,6090,16800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"pinsova01",148140,578700,81960,165420,29100,7620,15360,18300,7320,34440,71760,4140,3240,3120,4680,9840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1620,"Nominated"
"perryji01",72390,101346,8322,20178,2508,342,570,0,114,3648,20406,0,342,5814,570,2166,24510,19836,3648,1140,143412,113772,179664,0.249473684210528,3.672631577441567,9120,1565448,7296,0,0,0,722,"Nominated"
"mcnalda01",71400,122808,8232,16296,3864,0,1512,0,0,9744,57120,0,0,9744,168,672,30912,19992,5544,336,164976,138768,254016,0.2342857142857151,3.219285709517343,12096,1886472,1176,0,0,0,0,"Nominated"
"osteecl01",70560,131880,10800,24840,3720,720,960,240,120,4800,34920,0,360,8280,1080,2160,23520,23400,4800,120,152160,112800,193440,0.24949999999999856,3.4949999928474424,5400,1731960,2880,0,0,0,0,"Nominated"
"beckegl01",5280,20832,2740,5892,784,124,88,196,100,1040,972,12,76,232,108,456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"brownga01",2102,4524,660,1164,156,38,168,60,16,484,550,36,30,10,42,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"cardele01",19410,67070,6620,17250,2850,490,1180,390,480,5220,11350,1220,280,970,480,1740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"mcdanli01",86944,33264,1672,4928,968,0,264,0,0,704,13992,0,88,2200,0,352,12408,10472,176,15136,72248,54824,119768,0.25500000000000034,3.6618181575428355,1320,789448,50776,0,0,0,2904,"Nominated"
"northji01",2784,9384,1206,2508,436,84,306,78,76,898,1270,100,60,30,58,256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"siebeso01",24300,39600,3120,6840,1320,180,720,0,0,1080,10920,0,540,2100,180,1200,8400,6840,1260,960,46020,41520,90720,0.24933333333333324,3.6393333435058595,3240,537060,2520,0,0,0,0,"Nominated"
"berryke01",1384,4136,422,1053,150,23,58,45,46,298,569,31,30,64,17,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"briggjo02",1366,4117,601,1041,170,43,139,64,49,663,785,47,5,22,30,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"handsbi01",4488,5664,228,444,72,0,0,0,0,468,2988,0,12,576,24,24,1332,1320,204,168,8724,5904,13536,0.2616666666666667,4.410833328962326,432,97392,828,0,0,0,NULL,"Nominated"
"lockebo01",1680,980,120,250,20,0,10,0,0,90,220,0,0,60,0,10,160,150,20,100,1860,1650,1940,0.2509999999999999,3.9949999809265138,90,18170,600,0,0,0,NULL,"Nominated"
"maxvida01",1423,3443,302,748,79,24,6,7,11,370,538,49,8,54,23,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"mcauldi01",5289,18555,2664,4590,693,213,591,189,177,2646,2922,177,99,96,90,231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"mcdowsa01",41184,74304,3264,11424,672,192,192,0,96,1536,29376,0,96,5376,384,576,13536,12864,2208,1344,84384,125952,235488,0.21500000000000039,3.369374990463257,5664,1016352,3744,0,0,0,0,"Nominated"
"aaronha01",82450,309100,54350,94275,15600,2450,18875,6000,1825,35050,34575,7325,800,525,3025,8200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,276,"Elected"
"robinfr02",39312,140084,25606,41202,7392,1008,8204,2856,1078,19880,21448,3052,2772,238,1428,3766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,176,"Elected"
"willibi01",89568,336600,50760,97596,15624,3168,15336,3240,1764,37620,37656,6552,1548,288,2628,7200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,216,"Nominated"
"olivato01",201120,756120,104400,230040,39480,5760,26400,10320,6600,53760,77400,15720,7080,1680,6840,16680,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"davisto02",5997,21669,2433,6363,816,105,459,408,177,1143,2262,198,96,105,204,657,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,"Nominated"
"petrori01",3106,10780,1306,2704,474,44,420,20,44,1322,1852,122,52,72,114,254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"breweji01",10548,2520,36,378,36,0,0,18,0,180,936,0,18,126,0,18,1242,1170,18,2376,6390,6480,14580,0.24444444444444427,3.542777783340878,180,77364,6318,0,0,0,0,"Nominated"
"freehbi01",19514,66803,7766,17501,2651,385,2200,264,231,6886,8283,737,1254,418,528,1518,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"harpeto01",1810,6269,972,1609,256,36,146,408,116,753,1080,30,35,76,31,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"johnsal01",1322,4623,550,1331,180,33,78,113,63,244,626,43,36,12,33,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"johnsde01",1765,5941,706,1447,247,33,245,11,18,585,1318,54,20,13,61,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"jonescl01",1213,4263,565,1196,183,33,93,91,48,360,702,42,40,26,41,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"tayloto02",4390,15360,2010,4014,596,172,150,468,222,1226,2166,98,156,182,78,332,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,"Nominated"
"tovarce01",1488,5569,834,1546,253,55,46,226,108,413,410,23,88,73,34,58,0,0,0,0,0,14,14,0,0,0,56,0,0,0,0,NULL,"Nominated"
"robinbr01",52128,191772,22176,51264,8676,1224,4824,504,396,15480,17820,2160,954,1818,2052,5346,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,207,"Elected"
"torrejo01",298215,1062990,134460,316170,46440,7965,34020,3105,3915,105165,147690,17145,11475,1755,6750,38340,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"allendi01",171402,620536,107702,181104,31360,7742,34398,13034,5096,87612,152488,13524,1568,1862,5194,16072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"powelbo01",8168,26724,3556,7104,1080,44,1356,80,84,4004,4904,560,116,108,288,656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"sadecra01",12914,17358,1298,3322,462,88,110,0,22,594,3542,0,22,1188,22,154,2970,2882,440,154,23122,20284,35508,0.26318181818181857,3.6859091195193203,902,235268,1650,0,0,0,NULL,"Nominated"
"giustda01",10976,6592,464,1232,160,32,64,0,0,368,1584,0,48,432,0,80,1600,1488,144,2320,10992,9120,17648,0.24937499999999987,3.6362499818205833,240,116016,6080,0,0,0,0,"Nominated"
"helmsto01",2870,9994,828,2684,446,42,68,66,80,462,602,120,30,96,84,252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"millafe01",4440,17373,2097,4851,687,114,66,201,129,954,726,120,189,363,96,438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"cuellmi01",27360,39660,2220,4560,480,240,420,0,0,540,18240,0,60,2580,120,300,11100,7800,2160,660,58740,49320,97920,0.2680000000000002,5.145999972025553,720,690300,1980,0,0,0,0,"Nominated"
"dierkla01",9996,22092,1064,2996,392,0,112,0,0,336,7616,0,28,1960,112,448,3892,3444,700,28,23996,19908,41804,0.2414285714285712,3.3692857027053833,1400,270508,280,0,0,0,0,"Nominated"
"dobsopa01",4968,3804,156,468,48,0,0,0,12,132,1224,0,12,564,0,96,1464,1548,168,228,9996,7980,15612,0.2516666666666667,3.700833340485891,312,106464,612,0,0,0,0,"Nominated"
"downial01",7362,12906,648,1638,216,54,36,0,0,666,5274,0,0,954,36,270,2214,1926,432,54,14598,16794,29502,0.21722222222222204,3.552222238646613,558,171702,666,0,0,0,0,"Nominated"
"hoernjo01",7888,944,32,96,16,0,16,0,0,32,512,0,0,112,0,0,624,544,0,1584,2992,2896,6592,0.2656249999999999,3.8999999463558197,288,38000,4288,0,0,0,0,"Nominated"
"hundlra01",1061,3442,311,813,118,13,82,12,17,271,565,41,13,44,27,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"mayca01",2330,8240,1090,2254,344,46,180,170,106,1024,1130,126,90,14,78,224,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"mcmulke01",1583,5131,568,1273,172,26,156,20,19,510,815,47,17,34,38,134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"meltobi01",1144,3971,496,1004,162,9,160,23,24,479,669,29,44,20,43,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"nolanga01",2772,5819,396,803,99,44,11,0,0,418,2321,0,0,616,11,88,1210,770,154,0,6303,4543,11429,0.24272727272727257,3.7009091160514136,154,75196,11,0,0,0,0,"Nominated"
"raderdo02",1465,5186,631,1302,245,39,155,37,33,528,1055,51,40,27,51,142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"rojasco01",9110,31545,3570,8300,1270,125,270,370,340,1980,2445,150,100,435,295,905,0,0,0,0,0,0,0,0.19999999999999968,0,0,425,85,0,0,0,0,"Nominated"
"seguidi01",10240,6144,416,928,80,16,64,0,0,224,3152,0,16,352,16,96,1472,1776,112,1136,12240,12576,20768,0.23937499999999987,3.768124982714653,288,123856,4224,0,0,0,NULL,"Nominated"
"singebi01",9720,12390,600,1350,330,0,0,0,0,420,4860,0,150,900,0,150,3540,3810,720,60,24570,23430,45450,0.2506666666666671,3.150000015894572,1890,274290,210,0,0,0,0,"Nominated"
"wynnji01",5760,19959,3315,4995,855,117,873,675,303,3672,4281,252,81,96,222,351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"woodwi01",210924,104328,3564,8748,648,0,0,324,0,6480,61236,0,324,12312,0,2268,53136,50544,7776,18468,312660,234576,457164,0.25888888888889006,4.179999947547913,20412,3613896,64152,0,0,0,0,"Nominated"
"fregoji01",11412,39138,5064,10356,1584,468,906,456,240,4290,6582,288,192,474,318,750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"boutoji01",3377,3817,88,385,33,0,0,0,0,154,1760,0,33,319,11,22,682,693,121,66,5412,4785,7920,0.24727272727272756,3.980909130790017,253,57200,627,0,0,0,0,"Nominated"
"johnsda02",5740,19188,2256,5008,968,72,544,132,100,2236,2700,228,160,104,172,504,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"stanlmi01",1516,5022,641,1243,201,48,117,44,23,371,564,32,8,42,34,133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"bailebo01",1931,6082,772,1564,234,43,189,85,83,852,1126,67,17,40,52,195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"brilene01",6780,7035,435,1080,135,30,45,0,0,315,2565,0,30,555,45,75,1935,1680,255,330,12105,8205,17445,0.26333333333333353,3.85599996248881,765,132870,1110,0,0,0,NULL,"Nominated"
"carrocl02",49708,14144,1156,1836,0,0,68,0,0,476,4420,0,0,2040,0,204,6528,4964,0,9724,30056,30056,46308,0.24941176470588175,3.0935294067158416,2516,385764,25364,0,0,0,0,"Nominated"
"colboji01",3322,605,0,44,0,11,0,0,0,22,330,0,0,33,0,0,913,968,88,77,7425,5225,7568,0.2754545454545455,4.153636325489391,451,74184,352,0,0,0,0,"Nominated"
"fairlro01",9768,28736,3724,7652,1228,132,860,140,132,4208,3508,516,160,384,260,628,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"brocklo01",15696,61992,9660,18138,2916,846,894,5628,1842,4566,10380,744,294,282,276,684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Elected"
"hunteca01",185400,236880,21600,53640,5760,1080,2160,720,0,2880,57600,0,0,14040,1800,3600,80640,59760,15120,360,449280,343440,724320,0.23066666666667582,3.4759999752044677,17640,5051520,2160,0,0,0,0,"Nominated"
"lolicmi01",426240,591120,45360,64800,3600,1440,0,720,720,75600,260640,0,3600,61200,720,14400,156240,137520,29520,7920,1000800,791280,2039040,0.24375000000001243,3.429999992251396,66240,10900800,28800,0,0,0,0,"Nominated"
"holtzke01",31008,41276,2380,6732,1292,68,136,0,0,1156,11560,0,0,2720,68,748,11832,10200,2108,204,75548,61880,108868,0.2541176470588244,3.6847059025483975,3332,820692,1224,0,0,0,0,"Nominated"
"lonboji01",12780,23100,1230,3150,510,60,90,30,60,1530,9900,0,30,2340,60,300,4710,4110,450,120,31680,24690,44250,0.25933333333333336,4.407333358128866,3150,314940,720,0,0,0,0,"Nominated"
"messean01",33888,69984,4704,11904,2880,0,480,96,0,4416,20352,0,96,4416,384,576,12480,9504,2592,1440,68064,79776,156000,0.21166666666666706,3.259166638056437,3840,875520,2880,0,0,0,0,"Nominated"
"kessido01",12468,45906,5394,11586,1524,480,84,600,510,4104,4554,414,132,792,240,792,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"alouje01",1380,4345,448,1216,170,26,32,31,46,138,267,32,30,44,20,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"cartyri01",1651,5606,712,1677,278,17,204,21,26,642,663,65,13,3,54,206,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"ellisdo01",6208,7824,672,1040,64,0,0,64,0,432,3216,0,0,704,0,48,2208,1904,224,16,13072,10784,18176,0.2631250000000001,3.841249965131283,704,143648,160,0,0,0,0,"Nominated"
"kraneed01",1853,5436,536,1418,225,25,118,15,27,454,581,89,14,35,58,138,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"scottge02",12204,44598,5742,11952,1836,360,1626,414,342,4194,8508,510,318,132,372,1662,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"tolanbo01",1282,4238,572,1121,173,34,86,193,100,258,587,27,65,64,39,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nominated"
"whitero01",3762,13300,1928,3606,600,102,320,466,234,1868,1416,132,58,106,138,246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"mccovwi01",15528,49182,7374,13266,2118,276,3126,156,132,8070,9300,1560,414,30,420,1056,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Elected"
"mccarti01",3818,11058,1180,3002,484,114,194,122,98,1096,844,238,60,70,128,198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"hillejo01",8190,1515,30,165,15,0,0,0,0,45,510,0,0,60,0,15,1305,1140,90,1875,5865,8025,15540,0.2313333333333334,3.1480000178019205,180,78090,5445,0,0,0,0,"Nominated"
"blairpa01",3894,12084,1552,3026,564,110,268,342,186,898,1754,46,46,216,102,252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"richajr01",2390,5520,390,930,100,30,100,20,20,40,1810,0,20,410,30,110,1070,710,190,0,5620,7700,14930,0.2240000000000002,4.293999969959259,170,66740,30,0,0,0,0,"Nominated"
"hortowi01",8112,29192,3492,7972,1136,160,1300,80,152,2480,5252,380,232,68,236,780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"cashda01",4266,16662,2196,4713,729,168,63,360,222,1272,927,84,54,90,93,372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
"sanguma01",4344,15186,1698,4500,615,171,195,105,114,669,993,288,69,84,132,432,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"Nominated"
